,0,1,2,3,4,5,6,7,8,9,10,11
169,168,LP:42318," Panchayath. L P S Pullampara, Panayam ",Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722820221 ,  ,Location map
170,169,LP:42319, Panchayath LPS Mudakkal Valakkadu ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702639979 ,  ,Location map
171,170,LP:42320, Govt. L P S Paravoorkonam ,,Attingal(M),"Attingal *
",Attingal,Government,  1 - 5,9447245898 ,  ,Location map
172,171,LP:42321, Govt. L P S Edacode ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,04702633998 ,  ,Location map
173,172,LP:42322, Govt. L P S Poovanathummood ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 5,04722837848 ,  ,Location map
174,173,LP:42323, Govt. L P S Chempoor ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,2638708 ,  ,Location map
175,174,LP:42324, Govt. L P S Perumala ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,2828090 ,  ,Location map
176,175,LP:42325, Govt. L P S Vellumannady ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,8547172931 ,  ,Location map
177,176,LP:42326, Govt. L P S Koonthalloor ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,04702640926 ,  ,Location map
178,177,LP:42327, S C V L P S Chirayinkeezhu ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  1 - 4,04702640036 ,  ,Location map
179,178,LP:42328, Govt. L P S Aryavilasom ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,04702640626 ,  ,Location map
180,179,LP:42329, St. Veronica`s L P S Chirayinkeezhu ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  1 - 4,04702143082 ,  ,Location map
181,180,LP:42330, St. Alosious L P S Chirayinkeezhu ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  1 - 4,9895334913 ,  ,Location map
182,181,LP:42331, Govt. L P S Perumathura ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 5,04712428961 ,  ,Location map
183,182,LP:42332, Govt. L P S Perunguzhy ,Pothencode,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,04702636823 ,  ,Location map
184,183,LP:42333, Govt. L P S Padanilam ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 4,04702643894 ,  ,Location map
185,184,LP:42334, J M L P S Parameswaram ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Aided,  1 - 4,04722870244 ,  ,Location map
186,185,LP:42335, Govt. LPS Melattumoozhy ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 5,04722180538 ,  ,Location map
187,186,LP:42336, Govt LPS Nedumkaitha ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722820047 ,  ,Location map
188,187,LP:42337, Govt. L P S Mukkudil ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722828771 ,  ,Location map
189,188,UP:42338, Govt. U P S Venjaramoodu ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 7,04722873590 ,  ,Location map
190,189,UP:42339, U P S Kunnuvaram ,,Attingal(M),"Attingal *
",Attingal,Aided,  1 - 7,04702628259 ,  ,Location map
191,190,UP:42340, Y L M U P S Keezhattingal ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  5 -7,9447863628 ,  ,Location map
192,191,UP:42341, Govt. B V U P S Keezhattingal ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702620881 ,  ,Location map
193,192,UP:42343, Govt. U P S Alanthara ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 7,04722870729 ,  ,Location map
194,193,UP:42344, Govt.Town UPS Attingal ,,Attingal(M),"Attingal *
",Attingal,Government,  1 - 7,04702623019 ,  ,Location map
195,194,UP:42345, D A M U P S Edacode ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  5 -7,8281618216 ,  ,Location map
196,195,UP:42347, P T M U P S Chencherikonam ,Varkala,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702624563 ,  ,Location map
197,196,UP:42348, K G S U P S Ottoor ,Varkala,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,9895824543 ,  ,Location map
198,197,UP:42349, Govt. U P S Sreenarayanapuram ,Varkala,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 7,04702795735 ,  ,Location map
199,198,UP:42350, Govt. U P S Manamboor ,Varkala,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 7,000000 ,  ,Location map
200,199,UP:42351, Govt. U P S Nellandu ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 7,04722837019 ,  ,Location map
201,200,UP:42352, K V U P S Vellumannady ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Aided,  5 -7,04722870326 ,  ,Location map
202,201,UP:42353, R M U P S Vayyakkavu ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Aided,  5 -7,04722821006 ,  ,Location map
203,202,UP:42354, Govt. U P S Palavila ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702640821 ,  ,Location map
204,203,UP:42355, Govt. U P S Chirayinkeezhu ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702640766 ,  ,Location map
205,204,UP:42356, Govt. S V U P S Puravoor ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702625622 ,  ,Location map
206,205,UP:42357, G V R M U P S Kizhuvilam ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  1 - 7,8547027046 ,  ,Location map
207,206,UP:42358, Govt. U P S Kizhuvilam ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702645494 ,  ,Location map
208,207,UP:42359, Govt. U P S Mudapuram ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702641632 ,  ,Location map
209,208,UP:42360, Govt. U P S Pillayarkulam ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702642665 ,  ,Location map
210,209,UP:42361, V P U P S Azhoor ,Kazhakuttom,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  5 -7,04702636145 ,  ,Location map
211,210,UP:42362, S I U P S Madanvila ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  5 -7,04712428550 ,  ,Location map
212,211,UP:42363, Govt. U P S Anathalavattom ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,9995950837 ,  ,Location map
213,212,UP:42364, Govt. U P S Mathasserikonam ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Government,  1 - 7,04702636826 ,  ,Location map
214,213,UP:42365, M G M U P S Edacode ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Aided,  5 -7,04702631409 ,  ,Location map
215,214,UP:42366, DIET Attingal ,,Attingal(M),"Attingal *
",Attingal,Government,  1 - 7,04702622589 ,  ,Location map
216,215,LP:42367, Amritha Model E M School AttingaL ,,Attingal(M),"Attingal *
",Attingal,Unaided Recognised,  1 - 4,9447378792 ,  ,Not Available
217,216,UP:42368, Angel Montessori School Manamboor ,Varkala,Thiruvananthapuram(P),"Attingal *
",Varkala,Unaided Recognised,  1 - 7,04702691333 ,  ,Not Available
218,217,UP:42369, Azhoor Bhagavathy E M School Azhoor ,Chirayinkeezh,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Unaided Recognised,  1 - 7,04702643964 ,  ,Not Available
219,218,LP:42371, Rehmania E M School Manickal ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Unaided Recognised,  1 - 4,04722873500 ,  ,Not Available
220,219,UP:42372, Sadanathil school Manamboor ,Varkala,Thiruvananthapuram(P),"Attingal *
",Attingal,Unaided Recognised,  1 - 7,9995880709 ,  ,Not Available
221,220,HS:42373, Salini Bhavan E M School Vamanapuram ,Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Unaided Recognised,  1 -10,04722837153 ,  ,Not Available
222,221,LP:42374," Model Public School,Anakuzhy ",Vamanapuram,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Unaided Recognised,  1 - 4,9846907857 ,  ,Not Available
223,222,HS:42375," Indian School AL Seeb, Muscat ",,Attingal(M),"Attingal *
",Attingal,Unaided Recognised,  1 -10,8113025439 ,  ,Not Available
224,223,LP:42401, Govt. LPS Adayamon ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702648032 ,  ,Location map
225,224,LP:42402, Govt L P S Kattapparambu ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,9447326909 ,  ,Location map
226,225,LP:42403, Govt LPS Kilimanoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702675199 ,  ,Location map
227,226,LP:42404, Govt. VV LPS Kilimanoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702674207 ,  ,Location map
228,227,LP:42405, Govt. LPS Kizhakkanela ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,9744611976 ,  ,Location map
229,228,LP:42406, Govt. LPS Kuttimoodu ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04722860431 ,  ,Location map
230,229,LP:42407, Govt. LPS Madavoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702682244 ,  ,Location map
231,230,LP:42408, Govt. CNPS LPS Madavoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702681400 ,  ,Location map
232,231,LP:42409, Govt. LPS Moothala ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702681115 ,  ,Location map
233,232,LP:42410, Govt. VS LPS Nagaroor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702678864 ,  ,Location map
234,233,LP:42411, Govt. LPS Navaikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702690275 ,  ,Location map
235,234,LP:42412, Govt MLPS Navaikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,9995342246 ,  ,Location map
236,235,LP:42413, Govt. LPS Pakalkuri ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702685060 ,  ,Location map
237,236,LP:42414, Govt. LPS Panappamkunnu ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702652994 ,  ,Location map
238,237,LP:42415, Govt. LPS Pappala ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702671847 ,  ,Location map
239,238,LP:42416, Govt. LPS Pedikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702836087 ,  ,Location map
240,239,LP:42417, Govt. LPS Pulimath ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702836036 ,  ,Location map
241,240,LP:42418, Govt. LPS Puliyoorkonam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,04702682525 ,  ,Location map
242,241,LP:42419, Govt. LPS Pullayil ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702675575 ,  ,Location map
243,242,LP:42420, Govt. LPS Puthumangalam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702652050 ,  ,Location map
244,243,LP:42421, Govt. LPS Thottakkad ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702692232 ,  ,Location map
245,244,LP:42422, Govt. LPS Vellalloor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 4,04702670591 ,  ,Location map
246,245,LP:42423, Govt. LPS Vettiyara ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 4,9495333908 ,  ,Location map
247,246,LP:42424, LM LPS Arivarikuzhy ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9497642844 ,  ,Location map
248,247,LP:42425, PVLPS Kailasamkunnu ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9946990875 ,  ,Location map
249,248,LP:42426, MLPS Madanthapacha ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9446110326 ,  ,Location map
250,249,LP:42427, KCM LPS Navaikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 4,04712693144 ,  ,Location map
251,250,LP:42428, SNV LPS Navaikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 4,04702690030 ,  ,Location map
252,251,LP:42429, MLPS Njarayilkonam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 4,9447903713 ,  ,Location map
253,252,LP:42430, DVLPS Paiveli ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 4,04702681756 ,  ,Location map
254,253,LP:42431, MGM LPS Parakunnu ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 4,9495077804 ,  ,Location map
255,254,LP:42432, DVLPS Pavalla ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9497878488 ,  ,Location map
256,255,LP:42433, SVLPS Tholikuzhy ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9961247383 ,  ,Location map
257,256,LP:42434, LMLPS Melporunthamon ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 4,9446101124 ,  ,Location map
258,257,LP:42435, Govt. LPS Aroor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 5,04702651010 ,  ,Location map
259,258,LP:42436, Govt MLPS Kudavoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Government,  1 - 5,04702681326 ,  ,Location map
260,259,LP:42437, Govt. LPS Mevarkal ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 5,04702679650 ,  ,Location map
261,260,LP:42438, Govt. LPS Parakkulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 5,04702616030 ,  ,Location map
262,261,UP:42439, Govt. UPS Vanchiyoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 7,04702677577 ,  ,Location map
263,262,UP:42440, Govt. Town UPS Kilimanoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 7,04702675925 ,  ,Location map
264,263,UP:42441, Govt. UPS Peroor Vadassery ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  1 - 7,04702651162 ,  ,Location map
265,264,UP:42443, Gurudev UPS Darsanavattam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 7,04702679971 ,  ,Location map
266,265,UP:42444, SNV U P S Kattuputhussery ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 7,9446866445 ,  ,Location map
267,266,UP:42445, BVUPS Navaikulam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  1 - 7,9495473379 ,  ,Location map
268,267,UP:42446, MMUPS Peroor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 7,04702694297 ,  ,Location map
269,268,UP:42447, SNUPS Thevalakkad ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 7,04702696216 ,  ,Location map
270,269,UP:42448, Nalanda Public School Vettiyara ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Unaided Recognised,  1 - 7,9567653324 ,  ,Not Available
271,270,UP:42449, RoseDale EM School Kallambalam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Unaided Recognised,  1 - 7,04702693476 ,  ,Not Available
272,271,UP:42450, UPS Adayamon ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702648915 ,  ,Location map
273,272,UP:42451, R M UPS Kallarakkonam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  5 -7,9495280760 ,  ,Location map
274,273,UP:42452, Special UPS Kilimanoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  1 - 7,9539897936 ,  ,Location map
275,274,UP:42453, CNPS UPS Madavoor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  5 -7,9746725600 ,  ,Location map
276,275,UP:42454, Govt. UPS Manjappara ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Government,  5 -7,04722860010 ,  ,Location map
277,276,UP:42455, SNV UPS Pulimath ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702674686 ,  ,Location map
278,277,UP:42456, UPS Pulimath ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702836259 ,  ,Location map
279,278,UP:42457, SVUPS Puliyoorkonam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Aided,  5 -7,9447429129 ,  ,Location map
280,279,UP:42458, SKV UPS Pullayil ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,9497782850 ,  ,Location map
281,280,UP:42459, PVUPS Puthumangalam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,9745276655 ,  ,Location map
282,281,UP:42460, MGUPS Thottakkad ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702991842 ,  ,Location map
283,282,UP:42461, VUPS Vellalloor ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Aided,  5 -7,04702674475 ,  ,Location map
284,283,LP:42464, Ideal English school Njarayilkonam ,Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Varkala,Unaided Recognised,  1 - 5,04702682085 ,  ,Not Available
285,284,LP:42465," SISUVIHAR EM School, Kilimanoor ",Kilimanoor,Thiruvananthapuram(P),"Attingal *
",Attingal,Unaided Recognised,  1 - 4,04702675517 ,  ,Not Available
286,285,HS:42501, TECHNICAL HS NEDUMANGAD ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  8 - 12,04722812686 ,  ,Location map
287,286,LP:42502, Govt. LPS Aruvikkara ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722889498 ,  ,Location map
288,287,LP:42503, Govt. LPS Aryanad ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722854055 ,  ,Location map
289,288,LP:42504, Govt. LPS Changa ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722884545 ,  ,Location map
290,289,LP:42505, Govt. L P S Chullimanoor ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4, ,  ,Location map
291,290,LP:42506, Govt. LPS Chellamcode ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 4,04722814555 ,  ,Location map
292,291,LP:42507, Govt. WLPS Enchapuri ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,9446073031 ,  ,Location map
293,292,LP:42508, Govt. LPS Kalathukal ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,9496154929 ,  ,Location map
294,293,LP:42509, Govt. LPBS Karakulam ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Government,  1 - 4,04712370103 ,  ,Location map
295,294,LP:42510, Govt. LPS Kolla ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722866958 ,  ,Location map
296,295,LP:42511, Govt. LPS Kuzhivila ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722805152 ,  ,Location map
297,296,LP:42512, Govt. LPS Mukkolackal ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Government,  1 - 4,9562302731 ,  ,Location map
298,297,LP:42513, Govt. TLPS Mundela ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722898044 ,  ,Location map
299,298,LP:42514, Govt. LPS Nedumangad ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 4,04722801822 ,  ,Location map
300,299,LP:42515, Govt. LPS Panavoor ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,2867490 ,  ,Location map
301,300,LP:42516, Govt. LPS Panayamuttam ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 4,04722867788 ,  ,Location map
302,301,LP:42517, Govt. LPS Parantode ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722891400 ,  ,Location map
303,302,LP:42518, Govt. LPS Paruthikkuzhi ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722898270 ,  ,Location map
304,303,LP:42519, Govt. LPS Pazhakutty ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 4,8086625977 ,  ,Location map
305,304,LP:42520, Govt. LPS Pazhayatheruvu ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722851163 ,  ,Location map
306,305,LP:42521, Govt. TLPS Perinjaramoola ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722882252 ,  ,Location map
307,306,LP:42522, Govt. LPS Poovathoor ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 4,04722803138 ,  ,Location map
308,307,LP:42523, Govt. LPS Puthukulangara ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722898099 ,  ,Location map
309,308,LP:42524, Govt. LPS Sankaramugham ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,2882264 ,  ,Location map
310,309,LP:42525, Govt. TLPS Theviyarukunnu ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722891036 ,  ,Location map
311,310,LP:42526, Govt. LPS Uriacode ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722882369 ,  ,Location map
312,311,LP:42527, Govt. LPS Uzhamalackal ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722898098 ,  ,Location map
313,312,LP:42528, Govt. LPS Vattappara ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Government,  1 - 4,04722587844 ,  ,Location map
314,313,LP:42529, Govt. LMALPS Vattappara ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Government,  1 - 4,04722587101 ,  ,Location map
315,314,LP:42530, Govt. LPS Veliyanoor ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722882111 ,  ,Location map
316,315,LP:42531, Govt. LPS Vellanad ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,04722883826 ,  ,Location map
317,316,LP:42532, LMLPS Chenamcode ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Aided,  1 - 4,9495445240 ,  ,Location map
318,317,LP:42533, L M L P S Chullimanoor ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Aided,  1 - 4,9605325766 ,  ,Location map
319,318,LP:42534, LMLPS Uzhamalackal ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Aided,  1 - 4,9495122441 ,  ,Location map
320,319,LP:42535, Panchayath LPS Marangad ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 4,7907236648 ,  ,Location map
321,320,LP:42536, St:Marys LPS Changa ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Aided,  1 - 4,8086044174 ,  ,Location map
322,321,LP:42537, Vidyadhiraja LPS Ettamkallu ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Aided,  1 - 4,04722812424 ,  ,Location map
323,322,HS:42538, Harvest Mission E M High School Pongode ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Unaided Recognised,  1 -10,04722892151 ,  ,Not Available
324,323,HS:42539, Amalagiri Bathany Vidyalaya Kulappada ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Unaided Recognised,  1 -10,04722898166 ,  ,Not Available
325,324,LP:42540, Govt. LPS Kokkothamangalam ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 5,04722800660 ,  ,Location map
326,325,LP:42541, Govt. LPS Kulappada ,Vellanad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 5,04722898800 ,  ,Location map
327,326,LP:42542, Govt. LMALPS Nedumangad ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 5,04722812800 ,  ,Location map
328,327,LP:42543, Govt. LPS Velloorkonam ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 5,04722801600 ,  ,Location map
329,328,LP:42544, LFLPS Kazhunad ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Nedumangad,Aided,  1 - 5,8848124586 ,  ,Location map
330,329,UP:42545, Govt. UPS Attukal ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Vamanapuram,Government,  1 - 7,04722865993 ,  ,Location map
331,330,UP:42546, Govt. UPS Azhicode ,Nedumangad,Thiruvananthapuram(P),"Attingal *
",Aruvikkara,Government,  1 - 7,04722887121 ,  ,Location map
332,331,UP:42547, Govt. UPS Edanila ,,Nedumangad(M),"Attingal *
",Nedumangad,Government,  1 - 7,04722878427 ,  ,Location map
