school name,email,contact no
"Little flower School, Jamshedpur",littleflower_10@sify.com, 6572280652
Clarence High School,clarence@bgl.vsnl.net.in, 8025470868
Chrysalis High – Whitefield Kadugodi Road,info.kadugodi@chrysalishigh.com, 9535233040
Chrysalis High – Yelahanka Newtown,info.yelahanka@chrysalishigh.com, 7259381402
"Chrysalis High – Marathahalli, Sarjapur Road",info.omwr@chrysalishigh.com, 8861063812
"Queen Mary School, Mumbai",queenmaryschool@gmail.com, 2223875700
"MC Kejriwal Vidyapeeth, Howrah",info@mckv.edu.in, 3326543326
"Amber Valley Residential School, Chikmagalur",principal@ambervalleyschool.org, 8262224633
"Summer Valley School, Dehradun",summervalleyschool@gmail.com, 1352673383
Jasudben ML School,jml@bom5.vsnl.net.in, 2226496162
Redbricks School – Santej Campus,info@redbrickseducation.org, 7926925625
"Abhyasa International Residential School, Toopran",abhyasaschool@yahoo.com, 8454235718
"Don Bosco School, Siliguri",frjosesdb@hotmail.com, 3532542947
Vivekananda Mission School,vivtech@giascl01.vsnl.net.in, 3324671010
"Lodha World School, Thane",contact_thane@lodhaworldschool.com, 2225440066
"Ashok Hall Girls Residential School, Ranikhet",p.arghs@ashokhall.net, 5966240438
Lakshmi School,lakshmischool@tvslvs.com, +91 4522429142
Amar Jyoti Saraswati International School,enquiries@theasis.org, 2782566711
"Don Bosco High & Technical School, Liluah, Howrah",assistantprincipal@donboscoliluah.org, 3326553553
St. Paul’s High School,info@stpaulshyd.edu.in, 4023222092
"St. Joseph’s Convent, Patna",sjc@sify.com, 6122560267
"St. Peter’s School, Mumbai",stpeters@vsnl.com, 2223782888
Manovikas English Medium School,school@manovikas.in, 8322759940
The Shriram Millennium School,info.noida@tsms.edu.in, +91 9999176666
"International Sahaja Public School, Dharamsala",ispsoffice@gmail.com, 1892221766
"Shishuvan School, Matunga",info@shishuvan.com, +91 2224044063
Udayachal High School,, +91 2267963576
"Sarvodaya Vidyalaya, Thiruvananthapuram",sarvodayavidyalaya1973@gmail.com, 4712530831
"Bethany High School, Bangalore",school@bethanyhigh.net, 8025532189
"St. Paul’s School, Agartala",, 3812230232
"St Augustine’s High School, Navi Mumbai",, 2227702770
"Sacred Heart School, Navi Mumbai",, 2227821321
St. George’s Girls Grammar School,, 4023232213
"Ryan International School, Kharghar",ris_kharghar@yahoo.com, 2265161799
"Sacred Heart Girls High School, Bangalore",shghs_blr@yahoo.in, 8022211237
"Sacred Heart School, Kalyan",, 2512280559
"Sophia High School, Bangalore",enquiries@sophiahighschool.com, 8022266825
"St. Germain High School, Bangalore",, 8025511353
"Somalwar High School, Ramdaspeth, Nagpur",ramdaspeth@somalwareducationsociety.com, 7122524650
Johnson Grammar School,jgschoolicse@yahoo.com, +91 4027150555
Holy Angels Matriculation Higher Secondary School,, 4432211233
The Frank Anthony Public School,fapscompclub@gmail.com, 8025570970
The Ashram,ashramtassc05@yahoo.in, 4422355329
Rosary Convent High School,rosaryconventschool@yahoo.co.in, 23241387
"Auxilium Convent High School, Wadala",, 2224112727
"The Assembly of God Church School, Kolkata",mail@agschool.in, 3322292723
"Auxilium Convent, Bandel",, 3326312460
"SBOA Public School, Navi Mumbai",, 2227716879
"South Point School, Nagpur",southpointonb@rediffmail.com, 7122703261
"Billabong High International School, Thane",info@billabongthane.com, 2243407100
"St. Joseph’s Higher Secondary School, Trivandrum",stjosephshsstvpm@gmail.com, +91 472471720
St. Gregorios High School,stghchembur@gmail.com, 2225203790
Good Shepherd Convent Matriculation School,, 4428276729
"Arya Vidya Mandir, Bandra West",avm@avmschools.ac.in, 2266923600
Calcutta Girls High School,principal@cghschool.org, 3322151540
"New Era School, Breach Candy, Mumbai",newera_school@rediffmail.com, 2223806623
Avalon Heights International School,info@avalonheights.org, 2265159977
Lourdes Public School and Junior College,lourdespublicschool@gmail.com, 4812580010
"Convent of Jesus and Mary, Dehradun",contact@cjmdehradun.in, 1352651390
"All Saints High School, Pune",, 2025813969
Brightlands School,brightlandsschool@gmail.com, 911352656157
"Sacred Heart Matriculation High School, Churchpark",principal@sacredheartchurchpark.com, 4428352118
"Don Bosco Matriculation School, Egmore",principal.dbegmore@gmail.com, 4428191274
HVB Academy,info@hvbacademy.com, 2261436000
"Arya Vidya Mandir, Juhu, Mumbai",, 2266993700
"Our lady of Perpetual Succor High School (OLPS), Chembur, Mumbai",, 2225212396
Our Lady of Good Counsel High School,principal@olgchighschool.com, 2224076273
"Bombay Cambridge School, Andheri (E)",info@bcseast.org, +91 2228210309
"Baldwin Boys’ High School, Bangalore",principal@baldwinboyshighschool.com, 802211981
"Loreto Convent School, Darjeeling",loretodarjeeling@gmail.com, 3542255739
N. L. Dalmia High School,info.school@nldalmia.co.in, 242990000
"Burn Hall School, Srinagar",info@bhssrinagar.com, 9142500695
"Salt Lake School, Kolkata",saltlakeschool@yahoo.com, 3323371477
"Don Bosco School, Park Circus, Kolkata",dbkolkata@gmail.com, 91 33 2287 0414
"St. Kabir Public School, Chandigarh",contact@stkabir.co.in, 1722791459
"Shree Swaminarayan Gurukul, Bangalore",bangalore@gurukulworld.org, 8028437261
"Bhavans Vidyalaya, Chandigarh",bvb_chd@yahoo.com, 1722656955
"Loreto Convent High School, Lucknow",lucknowloretocollege@yahoo.com, 5222237222
"St. Joseph High School, Pashan Road",cjmpashan@yahoo.co.in, 2025655505
Atul Vidyalaya,atul_vidya@yahoo.com, 2632233317
"All Saints High School, Hyderabad",ashs@allsaintshyd.edu.in, 4023235153
"St. Stanislaus High School, Mumbai",principal@stanislausbandra.in, 91 22 26430386
Abhinav Vidyalay High School,cslatkar@asm.ac.in, 2025442812
"St. Stephens School, Chandigarh",stephenschd@sify.com, 1722664547
Holy Family High School,feedbackhfhs@gmail.com, 2226873702
"La Martiniere College, Lucknow",college@lamartinierelucknow.org, 5222235415
"International School of Scholars, Nagpur",principal@isosindia.org, 8087191795
Vimaltai Tidke Convent,vtc@vtconvent.com, 7122239259
"Alpha School, Sembakkam, Chennai",school@alphagroup.edu, 4422270632
M P Birla Foundation Higher Secondary School,mpbfhsc@vsnl.net, 9103324070000
Mater Dei Institution,materdeiedtnl@yahoo.co.in, 00918322278381
Nalanda International School,info@nalandaschool.org, 912656533855
Christ Church School,ccs.principal@gmail.com, 2223099892
"Don Bosco High School, Panjim",principal@dbhspgoa.edu.in, 8322221986
CNM School,cnmschool@gmail.com, 2242333000
Pawar Public School,feedback@ppsbhandup.com, 2221663030
"Don Bosco School, Bandel",dbb@cal3.vsnl.net.in, 3326312437
"Akshar School, Kolkata",aksharschool@vsnl.net, 3324492810
St. Helena’s School,info@sthelenas.in, 2026124384
"Shishu Griha, Bangalore",yeschool@shishugriha.in, 8025213940
Holy Child School,, 1202796839
"Hiranandani Foundation School, Powai",hifopowai@hiranandanischools.edu.in, +91 2225704884
Mahindra Academy,mahindra.academy@gmail.com, 2228778376
"St. Joseph’s Boys High School, Bangalore",info@sjbhsbangalore.in, 8022214416
"Loreto Convent School, Chembur",info@loretoconventschool.org, 2225536680
Maneckji Cooper Education Trust School,maneckjicooper_et@rediffmail.com, 2226604312
"Loreto Convent School, Shillong",loretomeg@yahoo.com, 3642225559
"Ryan International School, Whitefield",risicsekundbangalore@gmail.com, 8028476963
Vidyaranya High School,vidyaranya.hs@gmail.com, +91 4023235146
"Assam Rifles Public School, Shillong",, 3852427222
"Pallikoodam School, Kottayam",pallikoodam@yahoo.com, 4812578123
Dr. S. Radhakrishnan Vidyalaya,dsrv_m@bcgschools.org, 2228747058
Seth M. R. Jaipuria School,principal@jaipuria.com, 5222301301
J.B. Petit High School for Girls,contact.jbpetit@gmail.com, 2222042617
Swami Vivekanand High School,binagole@hotmail.com, 2225221360
"The Heritage School, Kolkata",admin@theheritageschool.org, +91 9830022250
Sacred Heart Convent School,jsrshs@yahoo.co.in, 2431478
Pailan World School,frontoffice@pailanworldschool.com, 3324978556
Rajagiri Public School,rajagirips@gmail.com, 4844111202
Sreenidhi International School,info@sis.edu.in, 9912244409
Sharada Mandir,adm@sharadamandirschool.org, 8322463401
"St. Mary’s School, Pune",, 2026356282
"Little Flower High School, Hyderabad",lfhshyderabad@yahoo.co.in, 4023202675
"Loyola School, Jamshedpur",info@loyola.edu.in, 6572231795
Lady Andal VSR School,lady_andal@yahoo.co.in, 4428363404
"Hiranandani Foundation School, Thane",hiranandanischoolthane@gmail.com, 2225867300
"La Martiniere for Girls, Kolkata",lmgkolkata@gmail.com, 3322815060
La Martiniere Girls’ College,lmgclko@gmail.com, 5223265624
"The Shri Ram School, Aravali",senior.aravali@tsrs.org, 1244784300
"Loyola High School, Pune",info@loyolahighschoolpune.org, 2025656699
"La Martiniere for Boys, Kolkata",lamartiniereboys@gmail.com, 3333544012
Gundecha Education Academy,info@gundechaedu.org, 2266776768
Villa Theresa High School,info@vtsmumbai.org, 912223879817
Strawberry Fields World School,sfws26@gmail.com, 1722795903
Father Agnel Multipurpose School,agnelsnm@yahoo.com, 2241612000
"Vibgyor High, NIBM Road",helpdesk.pune20@vibgyorhigh.com, 2026946000
Ryan International School Goregaon,risgoregaon@gmail.com, 2228411862
"VIBGYOR High School, Balewadi",helpdesk.pune21@vibgyorhigh.com, 2065000361
"VIBGYOR High, Malad East",helpdesk.mumbai11@vibgyorhigh.com, 2239236060
"Ebenezer International School, Bangalore",ajaykumar@eisbangalore.com, 8027848222
"Tashi Namgyal Academy, Gangtok",tna_academy@rediffmail.com, 3592202527
"VIBGYOR High, Kadugodi",helpdesk.bengaluru47@vibgyorhigh.com, 8033743300
"Don Bosco High School, Matunga, Mumbai",office@donboscomatunga.com, 91 22 24145228
City Montessori School,gomtinagar1@cmseducation.org, 5222394740
Mirambika School,mirambikara81@gmail.com, +91 1126863741
Lilavatibai Podar Senior Secondary School,lphsicse@gmail.com, 2267111111
"The Blue Mountains School, Ooty",contact@bluemountainsschool.org, 423244837
"Wynberg Allen School, Mussoorie",principal@wynbergallen.com, 1352630568
"VIBGYOR High, Horamavu",helpdesk.bengaluru43@vibgyorhigh.com, 8033206100
"VIBGYOR High, Haralur Road",helpdesk.bengaluru41@vibgyorhigh.com, 8040968427
"Himali Boarding School, Kurseong",info@himalischool.org, 3542332376
Vibgyor High Group of Schools,careers@vibgyorhigh.com, 2239577070
"Delhi Public School, Ahmedabad",dpsbopal@calorx.org, 2717230521
Bloom Public School,information@bloompublicschool.com, 1126897972
Eklavya School,eklavya@eklavya.org, +91 7926461629
Loreto House,info@loretoschool.com, 3322293564
Modern School,, 1126144388
Oasis International School,info@oasisintschool.org, 8041253104
India First Foundation School,info@iffschool.in, 2241842929
Hansraj Model School,info@hansrajmodelschool.org, 1145950011
Glendale Academy,info@glendaleacademy.net, +91 4064611937
"VIBGYOR High, Marathahalli",helpdesk.bengaluru40@vibgyorhigh.com, 8042777000
Vissanji Academy,info@vissanjiacademy.com, 2266992003
Apeejay School Faridabad,skool.ms.fbd@apj.edu, 9.51E+11
Abacus Montessori School,abacusmontessorischool@gmail.com, +91 44 24960904
"Apeejay School, Pitampura",skool.pp.del@apj.edu, 1127022140
"Bishop Cottons Boys School, Bangalore",contact.us@cottonboys.com, 8022213608
"The Sanskaar Valley School, Bhopal",principal@sanskaarvalley.org, 7553255346
SBOA School and Junior College,sboajc@gmail.com, 4426151145
"Sarala Birla Academy, Bangalore",s.das@saralabirlaacademy.org, 8041348200
"Bishop Cottons Girls School, Bangalore",bcgs@bishopcottongirls.com, 8022210268
Mount Hermon School,george12@sancharnet.in, 3542270255
"Goethals Memorial School, Kurseong",goethalsmemorial@gmail.com, 9232704568
"Coorg Public School, Kodagu",cops@bsnl.in, 8274247011
"St. Thomas Residential School, Thiruvananthapuram",strs@stthomastvm.edu.in, 7312719000
"Shigally Hill International Academy, Dehradun",shigally@gmail.com, 1352108048
"Pathways World School, Aravali, Gurgaon",admissions.aravali@pathways.in, 1242318888
"RiverDale International Residential School, Pune",admission@rispune.com, 2032940442
"Ajmera Global School, Mumbai",info@ags.org.in, 2232401053
"Shikshantar School, Gurugram",office@shikshantarschool.com, +91 1244889100
"St. James School, Entally, Kolkata",jacobean@cal3.vsnl.net.in, 913322441545
"Delhi Public School, Faridabad",dpsfbd@vsnl.com, 1292280522
"GD Somani Memorial School, Mumbai",info@gdsomani.org, 912222187102
"Excelsior American School, Gurugram",info@excelsioreducation.org, 911244049342
"Vidyashilp Academy, Jakkur, Bangalore",school.info@vidyashilp.com, +91 9739801824
"Inventure Academy, Sarjapur Road, Bengaluru",admissions@inventureacademy.com, +91 8027822102
"GD Goenka World School, Sohna Road, Gurugram",admissions@gdgoenka.com, 1243315900
Jamnabai Narsee School,contactus@jns.ac.in, +91 2226187575
"St. Joseph’s School, North Point, Darjeeling",santymp@yahoo.com, 3542259153
Modern High School,dkar@mhsforgirls.edu.in, 22875326
"St. George’s College, Mussoorie",manorhouse@sgconline.in, 13526325691
Mussoorie International School,misadmissions@gmail.com, 1352632763
Podar International School,vandana@podarinternationalschool.com, 2267111111
"Modern School, Barakhamba Road",principal@modernschool.net, 1123311618
Bharatiya Vidya Bhavan’s Rajaji Vidyashram,brvinfo@bvbchennai.org, 4426442823
"Sloka School, Hyderabad",info@slokawaldorf.org, 84132355050
"Springdales Public School, Pusa Road",sdales@nde.vsnl.net.in, 1125728428
"Vidya Niketan School, Bangalore",vidyaniketan@gmail.com, 8023331531
"The School-KFI, Adyar",theschool.kfi.chennai@gmail.com, +91 4424915845
"Gitanjali School, Hyderabad",gitanjalischool@yahoo.com, +91 4027768420
"Sishya School, Adayar, Chennai",sishya@sishya.com, +91 4424912652
"Mayo College Girls School, Ajmer",info@ischool.co.in, 1452661286
"The Doon School, Dehradun",developmentoffice@doonschool.com, 1352526400
"Sherwood College, Nainital",admin@sherwood.edu.in, 5942239710
"Rishi Valley School, Chittoor",office@rishivalley.org, 8571280044
"The Shri Ram School, Vasant Vihar, Delhi",junior.school@tsrs.org, +91 1126140884
"Mallya Aditi International School, Bengaluru",maisadmin@aditiblr.org, +91 8040447000
"The Valley School, Bangalore",office@thevalleyschool.info, +91 8028435240
Cathedral and John Connon School,cajcs@mtnl.net.in, +91 2222001282
"Smt Sulochanadevi Singhania School, Thane, Maharashtra",info@singhaniaschool.org, +91 2240368410
"Campion School, Cooperage Road, Fort, Mumbai",principal@campionmumbai.org, 2222020575
"Bombay Scottish School, Mahim, Mumbai",bomscottish155@hotmail.com, 2224453460
"Bishop Cotton School, Shimla",headmaster@bishopcotton.com, 1772620880
"The Assam Valley School, Balipara, Assam",head@assamvalleyschool.com, 9678074320
