school name,email,contact no
"Bal Bhavan School, Bhopal",bal_bhawan@yahoo.co.in, 7552661052
"Rani Laxmibai School, Indira Nagar, Lucknow",ntandon1812@gmail.com, 5222344704
"Study Hall School, Lucknow",info@studyhallfoundation.org, 5226062700
"New Green Field School, Saket, New Delhi",principalngfs@yahoo.in, 1126960721
"Narayana Vidyalayam, Wardha Road, Nagpur",nvnagpur@nesnv.com, 7122293694
"GEMS Cambridge International School, Hoshiarpur",principal.gcishoshiarpur@gmail.com, 9779889306
Balvantray Mehta Vidya Bhawan,scbasma11@hotmail.com, 1129221798
"Army Public School, Lucknow",apsnehruroadlucknow@gmail.com, 5222486929
Christu Jayanthi Public School,mail@christujayanthi.ac.in, 4842427411
"VidyaGyan, Bulandshahr",bishwajit@hcl.com, 5735295010
Holy Family Convent Senior Secondary School,holyfly@sify.com, 7552528826
"The Senior Study School, Amritsar",principal@theseniorstudy.com, 1832564956
"Ryan International School, Amritsar",risamritsar@gmail.com, 1836577455
Bright Day School,karelibaug@thebrightschool.com, 2652485846
Chitkara International School,cis@chitkaraschool.in, 9101726578444
"Modern School, Nagpur",modskool.ngp@gmail.com, 7123612117
"Sapphire International School, Ranchi",admission@sisranchi.com, 6512291050
"G D Goenka Public School, Ghaziabad",principal@gdgoenkagzb.com, 7503001771
"St. Joseph’s Co-Ed School, Bhopal",info@stjosephcoed.org, 7552565434
"AKS International Public School, Sector 41",aksips41@gmail.com, 1722626541
"Madhavakripa High School, Manipal",info@madhavakripa.com, 8202570317
Kulachi Hansraj Model School,khmsav3@gmail.com, 1127143364
"Lovely Public School, Priyadarshini Vihar",lpspioneersun@gmail.com, 1122547753
"Podar International School, Vadodara",admissions@podar.org, 7574807013
Sri Guru Hari Krishnan Senior Secondary School,sghps_gt@rediffmail.com, 183256249
"Methodist High School, Kanpur",principal@mhskanpur.org, 5122304607
"DAV Model School, Chandigarh",info@davchandigarh.com, 1722543956
"Cambridge School, New Delhi",, 1126831076
The White School,info@thewhiteschool.in, 9526007775
"The Maurya School, Gurgaon",pr@themauryaschool.com, 1244114444
Maharaja Sawai Bhawani Singh School,info@msbsschool.com, 1415122555
"G D Goenka School, Kanpur",admissions@gdgoenkakanpur.com, 8573001110
"Delhi Public School, Nagpur",dpsnagpur@hotmail.com, 7123244005
"Maria’s Public School (MPS), Narengi, Guwahati",info@mariaspublicschool.org, 3612647880
"GD Goenka Public School, Lucknow",gdgoenkalko@yahoo.com, 9984444022
"Rashtriya Military School, Bengaluru",, 8025554972
"Spring Dale Senior School, Amritsar",springdaleschool@rediffmail.com, 1832710011
"Sinhgad Spring Dale School, Ambegaon, Pune",admsec.ssdsn@sinhgad.edu, 2024350059
"The Millennium School, Mohali",contact@millenniummohali.com, 9818007553
"Puranchandra Vidyaniketan (PCVN), Kanpur",principalpcvn@gmail.com, 5122612046
"Manav Mangal School, Panchkula",adminpkl@manavmangalschool.com, 1725066667
"Don Bosco School, Guwahati",, 3612540583
"Maharaja Agarsain Public School, Ashok Vihar",mapsdelhi2005@yahoo.co.in, 1127304700
"Shivalik Public School, Chandigarh",info@shivalik.org, 1722225486
"Satluj Public School, Panchkula",satlujps@yahoo.co.in, 1722560167
"Orchids The International School, Masjid Bunder",info.hmt@orchids.edu.in, 2265017100
"GD Goenka Public School, Gurgaon",school@gdgoenka-gurgaon.com, 9818800801
"Birla School, Kalyan",birlakalyan_school@rediffmail.com, 2512230623
Sir Padampat Singhania Education Centre,school@spsec.co.in, 91 512 2218222
"Manav Mangal Smart School, Mohali",admin@manavmangalschool.com, 7355563111
"Delhi Public School, Kolar Road, Bhopal",query@dpskolar.org, 7553006300
"DAV Public School, Airoli",info@davairoli.ac.in, 2227698568
"Faculty Higher Secondary School, Guwahati",faculty@facultyschool.org, 9207046133
"DAV Public School Hudco, Bhilai",davps.bhilai@rediffmail.com, 7882241802
"Mahaveer Public School, Jaipur",mahaveerschool@yahoo.com, 1412376797
"Apeejay School, Saket, New Delhi",skool.saket.del@apj.edu, 1129555208
"Amity International School, Gurgaon, Sector 43",principal@aiss.amity.edu, 1242385110
"Jayshree Periwal High School, Chitrakoot, Jaipur",office@jphschool.com, 1414132222
"Prakash Higher Secondary School, Ahmedabad",, 7926840123
"Delhi Public School, Newtown",info@dpsnewtownkolkata.com, 3332571991
"DAV International School, Amritsar",, 1832264788
Sarala Birla Gyan Jyoti,sbgjschool@gmail.com, 3612130971
Sri Shikshayatan School,info@shrishikshayatanschool.com, 3322821450
"DAV Girls Senior Secondary School, Chennai",davggm2011@gmail.com, 4428114193
"Mahadevi Birla World Academy, Kolkata",info@mbwa.org.in, 3322873613
"DAV Senior Secondary School, Mogappair",davboysss@gmail.com, 4426242340
"Vignana Jyothi Public School, Hyderabad",vignanajyothi_school@yahoo.co.in, 4023752258
"Sree Vidyanikethan International School, Tirupati",svis_principal@vidyanikethan.edu, 8772236611
"North Point Residential School, Siliguri",nprssiliguri@gmail.com, 3532566542
"Sri Sathya Sai Higher Sec School, Prasanthi Nilayam",ssshss@gmail.com, 8555287237
"Maharishi Vidya Mandir School, Ratanpur",mvmbhopal.1@mahaemail.com, 7554000626
"International Public School, Bhopal",ipsbhopal@gmail.com, 7552499022
"The Geekay World School, Ranipet",info@gked.in, 4172274141
"The Air Force School, New Delhi",tafsdelhi@gmail.com, 1125693063
"Ryan International School, Beta I, Greater Noida",ryangrnoida1@gmail.com, 1204290671
"Jain International School, Nagpur",jisnagpur@gmail.com, 7122667185
"Doon International School, Mohali",dismohali@rediffmail.com, 1722216700
"Cambrian Hall, Dehradun",info@cambrianhall.in, 2753589
"The Yadavindra Public School, Mohali",headmaster@ypschd.com, 1722232850
"Gyan Ganga International Academy, Bhopal",gyangangabhopal@yahoo.com, 7554023900
"Springdales School, Jaipur",springdales@vsnl.com, 1413275553
"Birla High School for Boys, Kolkata",bhscal@rediffmail.com, 3322876420
"Kendriya Vidyalaya 1, Hebbal, Bengaluru",kvhebbal.bgr@gmail.com, 8023602491
"Kendriya Vidyalaya 1, Uppal, Hyderabad",kv1uppal_hyd@yahoo.com, 4027200314
"Kendriya Vidyalaya No 1, Kochi",kv1navalbasekochi@gmail.com, 4842668472
"Rajkiya Pratibha Vikas Vidyalaya, Dwarka",rpvvdwarka@rediffmail.com, 1125086911
Akal Academy Baru Sahib,info@akalacademybarusahib.com, 9816033303
"Mount Litera Zee School, Meerut",mountliteraschool@gmail.com, 1212579951
"Little Angels High School, Gwalior",info@lahs.org, 7512633481
"Jawahar Navodaya Vidyalaya, Jaffarpur Kalan",Jnvjaffarpur@yahoo.co.in, 1125318090
"Jawahar Navodaya Vidyalaya, Chennai",jvsss@yahoo.com, 4424894239
"Jawahar Navodaya Vidyalaya, Pune",jnvpune@gmail.com, 2138204050
"Jawahar Navodaya Vidyalaya, Patna",jnvbikram@rediffmail.com, 6135225333
"Jawahar Navodaya Vidyalaya, Lucknow",info@jnvlucknow.org, 5222439295
"Jawahar Navodaya Vidyalaya, Jaipur",jnvpaota@yahoo.com, 1421243373
"Jawahar Navodaya Vidyalaya, Hyderabad",jnvrangareddy@yahoo.co.uk, 4023010338
"Jawahar Navodaya Vidyalaya, Chandigarh",contact@jnvchandigarh.in, 1722710236
"Jawahar Navodaya Vidyalaya, Bhopal",jnvbpl@gmail.com, 7552896325
Rao Mohar Singh Memorial Public School,info@raomohanrsinghschool.com, 1125017416
"Neiil World School, Morena",info@neiilworldschool.com, 7532232888
"Apeejay School, Kharghar",skool.khg.by@apj.edu, 2227745501
St. Karen’s High School,stkarens@rediffmail.com, 6122591622
"Orchids The International School, Jubilee Hills",info@orchidsinternationalschool.com, 4042021001
"Pearson School, Jaipur",pr@pearsonschooljaipur.com, 1412972949
"Guardian Public School, Ernakulam",pr@guardianpublicschool.in, 4842732940
"Gaurdian Public School, Palakkad",pr.palakkad@guardianpublicschool.in, 4913246688
"Central India Public School, Kamptee Road",littlepearls_cips@yahoo.com, 7126536249
"Anusuiya School, Indore",pr@anusuiyaschool.com, 7314091505
Banyan International School,pr@banyaninternationalschool.com, 1912106855
"Shishya BEML Public School, Bangalore",contact@pearsonschools.in, 8064520004
"Pearson School, Aurangabad",pr@pearsonschoolaurangabad.com, 2406002666
Shree Vallabhai Sanskar Dham Day Boarrding School,vallabhdayboarding@gmail.com, 2602404344
Madhavakripa Higher Primary School,relations@madhavakripa.com, 8202570317
Tattva School,pr@tattvaschool.com, 9900461461
"Dhruv Academy, Ahmednagar",info@dhruvacademy.com, 2425260005
St. Joseph’s High School and Junior College,josephk@yahoo.co.in, 2227422127
Asnani Public School,pr@asnanischool.com, 7556006061
"Ryan International School, Sohna Road",ris.sohnaroad@ryangroup.org, 1242266477
"Ryan International School, Malad West",rismaladcbse@ryangroup.org, 2228886655
"St. Xavier’s High School, Gondia",sxhsgondia@gmail.com, 7182252373
"Amara Jyothi Public School, Bangalore",info@amarajyoti.com, 8025612555
"PSBB Learning Leadership Academy, Bangalore",psbblla@gmail.com, 8027837021
"KRM Public School, Chennai",krmpublicschool@gmail.com, 4425514042
"GEMS Akademia International School, Kolkata",infoakademia@gemsindia.co.in, 3324980671
"Birla Balika Vidyapeeth, Pilani",prn_bbvpilani@rediffmail.com, 1596242548
"Edify School, Amravati",info@edifyschoolamravati.com, 7212552221
"VIBGYOR High, Bannerghatta Road",helpdesk.vh15121@vibgyorhigh.com, 8884420088
"VIBGYOR High School, Airoli",helpdesk.vh10108@vibgyorhigh.com, 8655015315
"Mody School, Lakshmangarh",modyschool@modyschool.ac.in, +91 9116637196
Patna Central School,info@pcspatna.in, 6122380144
"Birla International School, Ajmer",bisk.principal@gmail.com, 1463302500
"DPS, Guwahati",dpsg_slg@sify.com, 3612270202
"Rashtriya Military School, Ajmer",ajmer@rashtriyamilitaryschools.in, 1452624105
"Sainik School, Rewa",info@sainikschoolrewa.ac.in, 7622257109
"DAV Public School, Sector 14, Faridabad",school@dav14faridabad.org, 1292283335
"Atomic Energy Central School, Thane",principal@aecs3tarapur.com, 2525263117
"Maharishi Vidya Mandir School, Chennai",mvmchen@gmail.com, 4426427088
"Vikas Bharati Public School, New Delhi",vikasbharati@yahoo.co.in, 1127052641
"Chennai Public School, Thirumazhisai",gec@chennaipublicschool.com, 4464616777
"Cambridge International School, Dasuya, Hoshiarpur",cisdasua@gmail.com, 1883502108
"Delhi Public School, Azad Nagar",dpsr_mohotra@rediffmail.com, 5123296100
"Greenfield School, Keonjhar",greenfieldkjr@rediffmail.com, 6766235318
"Delhi Public School, Jalandhar",info@dpsjalandhar.com, 1812413436
"Ryan International School, Noida",ryannoida@rediffmail.com, 1202501651
"Tagore International School, East of Kailash",info.eok@tagoreint.com, 11126433001
Salwan Girls Senior Secondary School,salwan_girls@yahoo.co.in, 9.11E+11
"Lakshmipat Singhania Academy, Kolkata",lsa_kol@rediffmail.com, +91 3324793600
"Modern Vidya Niketan, Faridabad",mvn@mvneducation.com, 1294091700
RD Rajpal Public School,rdr_ps2005@hotmail.com, 1125074111
Kamala Niketan,knms_try@yahoo.co.in, 4312467254
Niraj International School,info@nirajinternationalschool.com, 08418 200476
"Delhi Public School, Dhanbad",dhndps@yahoo.com, 3262203259
"Chinmaya Vidyalaya, Cochin",chinmayaschoolvaduthala@gmail.com, 4842402861
Maharaja HariSingh Agricultural Collegiate School,mhacnagbani@yahoo.com, 1912604342
"Delhi Public School, Gandhidham",info@dpsgandhidham.org, 9727757809
"Edify School, Bangalore",admissions@edifyschoolbengaluru.com, 8028432644
"The Millenium School, Noida",info@millenniumnoida.com, 1204217341
Foster Billabong High International School,fosterbillabong@gmail.com, 4027122203
"Delhi Public School, Meerut",meerut_dps@yahoo.com, 1212439063
"IVY World School, Jalandhar",iws.jalandhar@gmail.com, 1812410803
"JK Public School, Jammu",jkpublicschool@gmail.com, 1912480070
"Sir Padampat Singhania School, Kota",principal@spsskota.com, 7442329090
"New Horizon Gurukul, Bangalore",principalnhg@gmail.com, 8025639720
"Delhi Public School, Amritsar",dpsamritsar@yahoo.co.in, 1832440744
"Delhi Public School, Gandhinagar",info@dps-gandhinagar.com, 7930513000
"DAV Public School, Ghaziabad",davps_sbd@sify.com, 1202631202
Ryan International School Gurgaon,ris.s40gurgaon@ryangroup.org, 0124-2383183
"Vivekanand School, Delhi",info@vivekanandschool.in, 22141527
"Delhi Public School, Bilaspur",dpsbilaspur@gmail.com, 7752420293
"Rashtriya Military School, Chail",chail@rashtriyamilitaryschools.in, 1792248326
Cambridge School,Cambridgenoida@rediffmail.com, 1202523838
"Delhi Public School, Agra",office@dps.ac.in, 9837016666
"Manav Rachna International School, Gurgaon",admissions.mris46@mris.edu.in, 1244638600
"Delhi Public School, Eldeco, Lucknow",dpseldeco@superhousegroup.com, 5224081945
"Rajghat Besant School, Varanasi",rbskfi@gmail.com, 5422440336
"Seth Anandram Jaipuria School, Ghaziabad",gzb.jaipuria@gmail.com, 1204179300
"Delhi Public School, Ludhiana",info@dpsludhiana.com, 1612809818
"Delhi Public School, Ranipur",dpshardwar@rediffmail.com, 1334235235
"DAV Public School, Bishrampur",calldavbishrampur@gmail.com, 7775264421
"Delhi Public School, Bangalore North",north@dpsbangalore.net, 8028478041
"GD Goenka Public School, Faridabad",info@gdgoenkafbd.com, 1292205555
"Delhi Public School, Ranchi",info@dpsranchi.com, 6516452405
"Delhi Public School, Vishakapatnam",dpsvisakhapatnam@gmail.com, 8912510686
ASN Senior Secondary School,asnschool@asnschool.org, 1122713040
"Delhi Public School, Mathura Refinery",dpsmref@gmail.com, 5652416172
"Aura Edify Global School, Malapuram",admissions@auraedifyschools.com, 956290040
"Delhi Public School, Jodhpur",info@dpsjodhpur.in, 2912766887
SNEH International School,sneh@snehinternationalschool.com, 1122016772
"The Palace School, Jaipur",info@thepalaceschool.com, 1414062848
Green Fingers Global School,admin@greenfingersglobalschool.com, 2232800407
"Delhi Public School, Panipat Refinery",info@dpspanipatref.com, 1802585003
"Darbari Lal DAV Model School, Pitampura",dldavpp@yahoo.co.in, 1147568800
"Mayoor School, Noida",info@mayoornoida.net, 1204618300
"Delhi Public School, Maruti Kunj, Gurgaon",dpsmkg@dpsmarutikunj.org, 1242267140
"Delhi Public School, Numaligarh",dpsnumaligarh@gmail.com, 3776266897
"Rukmini Devi Public School, Pitampura",rdpspitampura@yahoo.com, 1127314235
Advanced Academy,advancedindore@gmail.com, 7313225004
"Delhi Public School, Kalyanpur",dpskalyanpur@superhousegroup.com, 5122573398
"Khaitan Public School, Noida",kpsnoida@hotmail.com, 1204007575
"Sagar Public School, Saket Nagar",spssn@spsbhopal.ac.in, 7552489601
"Amity International School, Mayur Vihar",principal@aismv.amity.edu, 1122717261
"NK Bagrodia Public School, Rohini",info@nkbpsrohini.com, 1127550255
"GD Goenka Public School, Rohini",school@gdgoenka-rohini.com, 1127582410
"Ryan International School, Ghaziabad",ryaninternational2000@yahoo.com, 1202761427
"Delhi Public School, Aligarh",info@dpsaligarh.org, 8006409344
"Delhi Public School, Durg",principal@dpsdurg.com, 7882292700
"Maxfort School, Dwaraka",contact@maxfortdwarka.com, 1128083434
"DPS, Siliguri",info@dpssiliguri.com, 3532517517
"BSF School, Paloura, Jammu",bsfschooljmu@rediffmail.com, 1912586073
"Delhi Public School, Srinagar",info@dpssrinagar.com, 1942467550
"DPS, Panipat City",mail@dpspanipatcity.in, 911803058100
"DPS, Vijayawada",dpsvijayawada@gmail.com, 8662844844
"Rashtriya Military School, Dholpur",dholpur@rashtriyamilitaryschools.in, 5642220749
"Delhi Public School, Hapur",dps_hapur@hotmail.com, 1223207001
"Sainik School, Ghorakhal",ssghorakhal@gmail.com, 5942220045
"Sainik School, Amaravathinagar",mailtosainik@yahoo.com, 4252256296
"Rashtriya Military School, Belgaum",belgaum@rashtriyamilitaryschools.in, 8312402845
"Sanjay Ghodawat International School, Kolhapur",principal@sgischool.in, 2302601555
"B K Birla Centre for Education, Pune",principalbirlacentre@gmail.com, 9209029992
"DAV Public School, East of Loni Road",davps_lr@rediffmail.com, 1122812391
"Delhi Public School, Surat",info@dpssurat.net, 2613273434
"Anand Niketan, Satellite Campus",ansattelite@anandniketan.org, 9624000858
"DPS, Sonipat",dps_so@rediffmail.com, 1302340904
"Delhi Public School, Rewari",, 1274240100
"Delhi Public School, Moradabad",dpsmoradabad@gmail.com, 5913200666
"Delhi Public School, Leh",dpsleh@yahoo.com, 1982255458
"Delhi Public School, Raipur",dpsraipur@gmail.com, 7712284801
"Kasiga School, Dehradun, Uttarakhand",secyadmin@kasigaschool.com, +91 99174 80901
"Delhi Public School, Udaipur",email@dpsudaipur.com, 2942442903
"Army Public School, Nagrota",armyschoolnagrota12@rediffmail.com,
"The Asian School, Dehradun",theasianschool@rediffmail.com, 91 135 276 1860
"Chennai Public School, Anna Nagar",mail@chennaipublicschool.com, 4426541177
Manipal Hillside Academy,info@manipalhillside.com, 4023546113
"Loyola School, Thiruvananthapuram",principal@loyolaschooltrivandrum.com, 914712598585
"Delhi Public School, NTPC, Vidyut Nagar",dpsvn@sify.com, 1202671331
"Heritage School, Vasant Kunj",admin@theheritageschool.in, 1126134162
"Atmiya Vidya Mandir, Surat",info@avm.edu.in, 2621305900
"DAV Public School, Sreshta Vihar",davsvd@hotmail.com, 1122144102
"St. George’s School, New Delhi",info@sgs.edu.in, 1126022325
Sadhu Vaswani International School for Girls,svisg@rediffmail.com, 1124110242
Presentation Convent Senior Secondary School,pcschjam@gmail.com, 1912430086
"Bal Bharati Public School, Noida",bbpsnd@yahoo.co.in, 1202534064
"Sehwag International School, Jhajjar",info@sisj.in, 1251271000
Starex International School,admission@starex.edu.in, 1242379990
"Neerja Modi School, Jaipur",nmsjaipur@yahoo.com, 1412785484
"Yadavindra Public School, Patiala",yps.pat@gmail.com, 1752217631
"Delhi Public School, Bhopal",admin@dpsbhopal.org, 7553025200
Samashti International School,info@samashti.in, 4066045733
"DPS, Greater Noida",dpsnadmin@dpsgrnoida.com, 1204612300
Manav Sthali School,info@manavsthalischool.com, 1128742464
"Delhi Public School, Hisar",principal@dps-hisar.in, 1662261561
Edify School,info@edifyschoolnagpur.com, 7109645300
"Delhi Public School, Bareilly",dpsbareilly@superhousegroup.com, 5812561904
"Don Bosco School, Delhi",info@donboscoschool.in, 1129217712
"Ryan International School, Shahjahanpur",ryanspn@gmail.com, 5842235199
"Delhi Public School, East Ahmedabad",dpseast@calorx.org, 9375023879
"St. Xaviers High School, Nagpur",, 7126459670
"Presentation Convent, Delhi",mail@pcsdelhi.in, 1123862862
"Delhi Public School, South Bangalore",south@dpsbangalore.net, 8026668582
"Vista School, Gachibowli",relations.gachibowli@vistaschools.com, 4020043339
"Delhi Public School, East Bangalore",east@dpsbangalore.net, 8027822260
"Pearson School, Kompally",, 9.20E+11
The Srijan School,info@thesrijanschool.com, 1127676796
GD Goenka Public School,school@gdgoenka.com, 1126122723
"ITL Public School, Dwarka",itlschool@yahoo.in, 1125071251
"DAV Public School, Dayanand Vihar",davr_dv@yahoo.com, 1122370367
"Delhi Public School, Bulandshahr",bulandshahr@dpsfamily.org, 5732281671
KC International School,contact@kcinternationalschool.org, 1912503430
Indraprastha International School,indraprasthaschool@yahoo.com, 1125073111
GD Salwan Public School,gdsps@salwanschools.com, 65377342
"Delhi Public School, Pune",info@dpspune.com, 2026970418
"Delhi Public School, Palwal",, 1275327333
"Delhi Public School, Indira Nagar, Lucknow",dpsindiranagar@superhousegroup.com, 5222717293
"Delhi Public School, Varanasi",info@dpsvaranasi.com, 5422226551
"Mount Carmel School, Anand Niketan",mountcarmel_school@yahoo.com, 1149340000
St. Mark’s Sr. Sec. Public School,stmarksmb@saintmarksschool.com, 1125262056
"Navy Children School, Mumbai",prin.ncs.mb@gmail.com, 2222152285
"Delhi Public School, Gwalior",mail@dpsgwalior.com, 7512568444
R N Podar School,cbse@podar.org, 2267111111
"NPS International School, Guwahati",gemsguwahati@gmail.com, 8876555333
"Ryan International School, Mayur Vihar",ryanofficemv@gmail.com, 1122612036
"Kendriya Vidyalaya, Gole Market",kvgolemarket@gmail.com, 1123747395
"Kendriya Vidyalaya, Coimbatore",kvcoimbatore028@gmail.com, 4222317030
"Kendriya Vidyalaya, Andrews Ganj",kvandrewsganj@rediffmail.com, 1126434112
"Kendriya Vidyalaya, Jabalpur",gcf1jabalpurkv@gmail.com, 7612678853
"Ramjas School, RK Puram",ramjas.rkp@gmail.com, 1126174676
Mata Jai Kaur Public School,mjkps@hotmail.com, 1147008431
Kendriya Vidyalaya NMR,kv_nmr@yahoo.co.in, 1126741117
"Lovely Public Senior Sec School, Krishna Nagar",, 1122092399
Radha Krishna High School,, 2228747058
"Ryan International School, Rohini",ryanrohini_25@yahoo.com, 1127932770
RD Rajpal School,rdr_ps2005@hotmail.com, 1125074111
"Cambridge School, Ghaziabad",contactus@csindirapuram.com, 1202607330
Shaheed Rajpal DAV Public School,davr_dv@yahoo.com, 1122370367
"Somerville School, Vasundhara Enclave",somervilleve@gmail.com, 1122618178
Air Force Bal Bharti School,af_bbs@yahoo.co.in, 1124616220
Air Force Golden Jubilee Institute,principal.afgji@gmail.com, 1125692819
"Amity International School, Ghaziabad",aisvs1@aisv.amity.edu, 1202699412
"Army Public School, Dhaula Kuan, Delhi",info@apsdk.con, 1125693040
"Convent of Jesus and Mary, New Delhi",contact@cjmdelhi.com, 1123366762
"Carmel Convent School, New Delhi",carmel@carmeldelhi.com, 1126871299
"Bal Bharati Public School, Rohini",bbpsrh@gmail.com, 1127554561
"Bal Bharati Public School, Dwarka",principal_bbpsdw@yahoo.com, 1128031970
"N.K. Bagrodia Public School, Dwarka",info@nkbpsdwarka.com, 1125087511
"Miles Bronson Residential School, Guwahati",principal@mbrsguwahati.edu.in, 361283395
"KR Mangalam World School, Greater Kailash II",krmangalamgk2@vsnl.net, 29210341
"Summer Fields School, Gurgaon",summeritesdlf1@rediffmail.com, 1242356537
Ved Vyas DAV Public School,info@vvdav.com, 1128535594
The Indian School,contactus@theindianschool.com, 1126265956
Indraprastha World School,admin@indraprasthaschool.com, 1125256985
Jaspal Kaur Public School,principal@jkps.org, 1127470022
Guru Harkishan Public School,ghpsig@del2.vsnl.net.in, 23389968
"GD Goenka Public School, Vasant Kunj",school@gdgoenka.com, 1126122723
"Eicher School, Faridabad",eicherschool@yahoo.co.in, 9990058771
"DAV Public School, Pushpanjali Enclave",contactus@davpushpanjali.com, 1127018261
"DAV Public School, Sreshtha Vihar",dav@dav-sreshtha.org, 1122144102
Sanjuba School,, 7122745615
"Indus World School, Indore",indo.indore@indusworldschool.com, 7314213527
"Saraswati Vidya Mandir, Rourkela",, 6612501334
"Notre Dame Academy, Patna",, 6122262332
"Delhi Public School, Indore",dpsind@dpsindore.org, 7313939400
"Global Public School, Kochi",, 4842713745
Birla Vidya Niketan,principal@birla.ac.in, +91 1129578900
"Modern Public School, Bhiwadi",mpsbhiwadi@gmail.com, 1493512686
"DAV Public School, BSEB Colony",, 6122283625
"Chinmaya Central School, Hyderabad",,
"Silver Line School, Ghaziabad",sls@silverlineschool.in, 1204234288
Sujaya School,info@sujayaschools.com, 8027827905
"DAV School, New Panvel",davnewpanvel@gmail.com, 2227468211
"Loyola High School, Patna",info@loyolapatna.org.in, 2262272
Manav Rachna International School,, 1294198500
"DAV Public School, Nerul",info@davnerul.com, 2227714017
"Bhavan Vidyalaya, Panchkula",info@bhavanpanchkula.in, 1722592509
Mira Model School,miramodelschool@gmail.com, 1125500489
"Ryan International School, Chandigarh",ryanchd@gmail.com, 1722632447
"Maheshwari Public School, Jaipur",mpsjaipur@gmail.com, 1412651854
"Mater Dei School, New Delhi",materdei59@hotmail.com, 1123387679
"Govt. Model Senior Secondary School, Sector 35D",, 1722602798
"Bhavans Vidya Mandir, Girinagar",principalbvm@yahoo.com, 4842319081
Hadas High School,hadashighschool1234@gmail.com, 7122523784
"Govt. Model Sr. Secondary School, Sector 16",principal16@rediffmail.com, 1722700186
"Delhi Public School, Hyderabad",info@dpshyderabad.com, 4029806765
"Laxman Public School, Delhi",general_lps@rediffmail.com, 1126963240
"DAV Public School, Amritsar",davpsasr@sancharnet.in, 1832212793
"Ryan International School, Vasant Kunj",ryanvasantkunj1991@gmail.com, 1126892822
Ahlcon Public School,ahlconavrc@hotmail.com, 1122750565
Sri Sathya Sai Vidya Vihar,sathyasai@airtelmail.in, 7312553023
Rachna High School,rachna_ahmedabad@yahoo.com, 7922867745
Gopi Birla Public School,gbms@vsnl.net, 2223695609
"Sacred Heart School, Chandigarh",sacredheart26@rediffmail.com, 1722791322
"The Mann School, Delhi",info@themannschool.com, +91 7777041041
Sri Venkateshwar International School,info@svis.org.in, +91 1142815336
"School of Scholars, Nagpur",sos@schoolofscholars.org, 7104326270
Maharaja Sawai Man Singh Vidyalaya,info@msmsvidyalaya.in, 1412560193
"DAV Public School, UNIT-8",vadun8@sancharnet.in, 6742391328
Bhavans Bhagwandas Purohit Vidya Mandir,bvm0104_ngp@bsnl.in, 7122521986
Gyan Ganga International School Jabalpur,gyangangajabalpur@gmail.com, +91 7389903499
"Delhi Public School, Patna",info@dpspatna.com, 6115225118
Jodhamal Public School,jodhamalpublicschool@gmail.com, 1912566092
"Air Force School, Hebbal",, 8023411061
"Ryan International School, Faridabad",ryanfaridabad@yahoo.co.in, 1292980050
"Delhi Public School, Jaipur",info@dpsjaipur.com, 919828982987
Cochin Refineries School,heads@cochinrefineriesschool.ac.in, 4842823512
"Bal Bharati Public School, Navi Mumbai",bbpskhrnm@yahoo.com, 2227742773
The Shishukunj International School,, 7316541264
"Mayoor School, Raipur",office@mayoorschool.in, 7714235000
"Kendriya Vidyalaya, IIT Kanpur",kviit@iitk.ac.in, 5122591714
Ashok Hall Girls Higher Secondary School,ahghss@ashokhall.net, 3322871271
"The Choice School, Kochi",adminschool@choicegroup.in, 4842775692
"Heritage School, Jammu",heritageschool_jmu@yahoo.co.in, 911912468977
"Kendriya Vidyalaya, IIT Bombay",principal@kviitmumbai.org.in, 25725061
India International School,iis@icfia.org, 1412786402
"Sunbeam School, Lahartara",info@sunbeamschools.com, 5422226617
"Apeejay School, Nerul",skool.nrl.by@apj.edu, 2227703635
Venkateshwar International School,principal_vis10@rediffmail.com, 1143180880
"Shivalik Public School, Mohali",shivalik6mohali@gmail.com, 1722225486
"Emerald Heights International School, Indore",info@emeraldheights.edu.in, 7314067536
"Delhi Public School, Sushant Lok",info@dpssl.net, 1244041221
"Bal Bharati Public School, Ghaziabad",bbpsbv@yahoo.co.in, 1202642656
"St. Michael’s High School, Patna",, 6122262532
"Vishwa Bharati Public School, Noida",vbpsnoida@rediffmail.com, 1202455142
"Apeejay School, Sheikh Sarai",skool.ss.del@apj.edu, 1126012218
"Delhi Public School, Bhilai",principal@dpsbhilai.in, 7882273545
"Mount Carmel School, Dwarka",mountcarmel_school@yahoo.com, 911128052001
"Salwan Public School, Rajinder Nagar",salwanpublicschool@gmail.com, 1149254500
"PSBB Millennium School, Chennai",contactus.porur@psbbmillenniumschool.org, 4423821756
"DAV Public School, Chandigarh",davps8chd@yahoo.com, 1722548269
Udgam School for Children,info@udgamschool.com, 7926850339
Gyan Bharati School,gyanbharati@gmail.com, 1126960146
Navrachana School,navrachanasama@navrachana.edu.in, 2652791643
Nath Valley School,contact@nathvalleyschool.com, 2402379247
Gear Foundation,info@gear.ac.in, 8025741991
"Delhi Public School, Jammu",jammu.dps@rediffmail.com, 1912570480
Rockwell International School,Info@rockwellinternationalschool.com, 4066224400
"SN Vidya Bhavan, Chentrapinni, Thrissur",info@snvidyabhavan.org, 4802839438
"Meridian School, Banjara Hills",info.banjara@meridianschool.in, +91 9948222791
"Delhi Public School, Ghaziabad, Vasundhara",dpsgvasundhara@yahoo.com, 951202712236
